suburb_id,suburb,Bus stop,Coffee shop,Dentist,Hair care,Motor repair,Restaurant,Orchard,Clothing store,Train station
1558,Peakhurst,45,8,2,5,10,15,0,0,0
1559,Peakhurst Heights,19,1,0,0,0,0,0,0,0
1560,Pearl Beach,12,1,0,1,0,2,0,0,0
1561,Peats Ridge,0,3,0,0,1,3,0,0,0
1562,Pejar,1,0,0,0,0,0,0,0,0
1563,Pelaw Main,8,0,0,0,0,0,0,0,0
1564,Pelican,2,0,0,0,0,1,0,0,0
1565,Pemulwuy,2,4,1,3,3,7,0,1,0
1566,Pendle Hill,29,2,5,3,9,20,0,4,1
1567,Pennant Hills,26,7,11,8,13,24,0,4,1
1568,Penrith,48,56,45,50,47,57,1,60,1
1569,Penrose,9,1,0,0,0,0,0,0,1
1570,Penshurst,40,7,5,11,13,21,0,2,1
1571,Perisher Valley,1,7,0,0,0,17,0,1,1
1572,Perthville,1,0,0,0,1,0,0,0,1
1573,Petersham,18,16,4,8,8,28,0,1,1
1574,Pheasants Nest,0,0,0,0,0,1,0,0,0
1575,Phegans Bay,5,0,0,1,0,0,0,0,0
1576,Phillip Bay,3,1,0,0,0,1,0,0,0
1577,Picketts Valley,1,0,0,0,0,0,0,0,0
1578,Picnic Point,20,1,0,1,1,3,0,0,0
1579,Picton,34,10,3,8,12,25,0,4,1
1580,Pillar Valley,0,0,0,0,1,0,0,0,0
1581,Pinny Beach,1,0,0,0,0,0,0,0,0
1582,Pitt Town,25,3,1,5,0,0,0,1,0
1583,Pleasure Point,3,0,0,0,0,0,0,0,0
1584,Plumpton,27,8,1,3,1,18,0,2,0
1585,Point Clare,26,2,1,2,0,3,0,0,1
1586,Point Frederick,9,0,3,0,0,2,0,0,0
1587,Point Piper,2,0,1,2,0,0,0,0,0
1588,Pokolbin,0,13,0,4,0,52,0,6,0
1589,Polo Flat,0,1,0,0,3,1,0,0,0
1590,Port Botany,4,1,0,0,0,0,0,0,0
1591,Port Hacking,3,0,0,0,0,0,0,0,0
1592,Port Kembla,35,7,1,12,21,12,0,10,3
1593,Port Macquarie,58,58,34,59,56,60,0,60,0
1594,Portland,0,1,1,0,0,0,0,0,1
1595,Possum Creek,0,0,0,0,0,1,0,0,0
1596,Pottery Estate,1,0,0,0,0,2,0,0,0
1597,Potts Point,15,39,8,29,2,58,0,9,1
1598,Pottsville,21,4,1,8,2,12,0,1,0
1599,Prairiewood,19,2,0,2,0,10,0,9,0
1600,Premer,2,0,0,0,0,0,0,0,0
1601,Prestons,41,8,2,8,37,19,0,6,0
1602,Pretty Beach,4,0,0,0,0,0,0,1,0
1603,Primbee,14,1,0,1,0,2,0,0,0
1604,Prospect,6,4,3,2,2,4,0,0,0
1605,Pucawan,0,0,0,0,0,0,0,0,1
1606,Puddledock,0,0,0,0,0,1,0,0,0
1607,Pullabooka,0,0,0,0,0,0,0,0,1
1608,Punchbowl,12,9,3,17,19,35,0,7,1
1609,Purfleet,0,0,0,0,0,1,0,0,0
1610,Putney,14,3,3,3,2,10,0,0,0
1611,Putta Bucca,0,0,0,0,0,1,0,0,0
1612,Putty,0,1,0,0,0,1,0,0,0
1613,Pymble,40,7,11,7,6,10,0,4,1
1614,Pyree,12,1,0,0,0,2,0,0,0
1615,Pyrmont,17,41,8,15,1,59,1,6,0
1616,Quaama,1,0,0,0,0,0,0,0,0
1617,Quakers Hill,49,4,9,9,2,22,0,4,1
1618,Quandary,0,0,0,0,0,0,0,0,1
1619,Quandialla,0,1,0,0,0,0,0,0,1
1620,Queanbeyan,27,15,9,16,25,39,0,11,1
1621,Queanbeyan East,10,1,0,1,16,7,0,3,0
1622,Queanbeyan West,1,2,0,0,13,1,0,3,0
1623,Queens Park,9,2,0,0,1,1,0,0,0
1624,Queenscliff,0,0,0,1,0,0,0,0,0
1625,Quipolly,2,0,0,0,0,0,0,0,1
1626,Quirindi,46,3,2,2,6,8,0,1,1
1627,Quorrobolong,0,0,0,0,0,1,0,0,0
1628,Raby,29,0,1,2,2,5,0,0,0
1629,Raglan,0,0,0,0,0,2,0,0,1
1630,Rainbow Flat,1,0,0,1,0,0,0,0,0
1631,Rainbow Reach,0,0,0,0,0,1,0,0,0
1632,Ramornie,2,0,0,0,0,0,0,0,0
1633,Ramsgate,11,7,3,7,1,19,0,6,0
1634,Ramsgate Beach,10,3,3,3,0,8,0,0,0
1635,Randwick,49,41,32,25,10,58,0,18,0
1636,Rankin Park,13,0,0,0,0,0,0,0,0
1637,Rankins Springs,0,0,0,0,0,1,0,0,1
1638,Rappville,0,0,0,0,0,0,0,0,1
1639,Rathmines,16,2,0,0,5,5,0,0,0
1640,Ravensworth,1,0,0,0,0,0,0,0,1
1641,Raworth,16,0,0,0,0,0,0,0,0
1642,Raymond Terrace,56,14,6,15,21,29,0,12,0
1643,Razorback,15,0,0,0,3,0,0,0,0
1645,Red Rock,1,0,0,0,0,2,0,0,0
1646,Redfern,22,35,7,20,4,49,0,7,1
1647,Redhead,22,4,1,3,3,7,0,2,0
1648,Reefton,0,0,0,0,0,0,0,0,1
1649,Regents Park,27,2,3,4,12,12,0,5,1
1650,Regentville,10,0,0,0,0,1,0,0,0
1651,Rennie,0,0,0,0,0,0,0,0,2
1652,Repton,2,0,0,0,0,0,0,0,0
1653,Reserve Creek,0,0,0,1,0,0,0,0,0
1654,Revesby,52,18,5,16,1,46,0,5,1
1655,Revesby Heights,8,1,0,2,0,1,0,0,0
1656,Rhodes,15,19,5,9,3,46,0,10,1
1657,Richmond,2,8,8,3,6,3,0,12,2
1658,Riverstone,46,4,2,5,25,18,0,4,1
1659,Riverview,16,1,0,1,0,1,0,0,0
1660,Riverwood,45,12,6,11,7,45,0,5,1
1661,Robertson,7,5,0,4,0,9,0,0,1
1662,Robin Hill,0,1,0,0,4,0,0,0,0
1663,Rockdale,19,19,22,23,23,54,0,22,1
1664,Rodd Point,13,1,0,3,1,2,0,0,0
1665,Rookwood,13,2,0,0,0,1,0,0,0
1666,Rooty Hill,47,4,6,8,2,28,0,2,1
1667,Ropes Crossing,22,0,1,2,0,4,0,0,0
1668,Rose Bay,29,23,5,21,1,44,0,13,0
1669,Rosebery,33,21,3,8,15,43,0,5,0
1670,Rosedale,1,0,0,0,0,0,0,1,0
1671,Rosehill,10,6,0,0,1,15,0,0,0
1672,Roselands,43,17,6,17,8,36,0,27,0
1673,Rosemeadow,28,2,0,1,1,7,0,0,0
1674,Roseville,40,4,8,7,8,16,0,2,1
1675,Roseville Chase,5,1,0,0,0,5,0,0,0
1676,Rossglen,0,0,0,0,0,0,0,0,1
1677,Rossmore,28,0,0,0,3,3,0,0,0
1678,Rothbury,0,2,0,0,0,6,0,0,0
1679,Rouse Hill,49,24,7,24,4,55,0,44,0
1680,Royalla,0,0,0,0,0,0,1,0,0
1681,Rozelle,17,17,4,20,27,49,0,14,0
1682,Rukenvale,1,0,0,0,0,0,0,0,0
1683,Running Stream,1,1,0,0,0,0,0,0,0
1684,Ruse,19,0,0,1,0,3,0,1,0
1685,Rushcutters Bay,3,6,0,4,5,14,0,2,0
1686,Russell Lea,15,0,3,4,1,5,0,0,0
1687,Russell Vale,5,2,0,0,4,2,0,0,0
1688,Rutherford,55,6,3,9,31,14,0,9,0
1689,Rydal,1,0,0,0,0,0,0,1,1
1690,Rydalmere,6,11,2,0,33,15,0,5,0
1691,Ryde,42,21,16,17,15,43,0,27,0
1692,Ryhope,0,0,0,0,1,0,0,0,0
1693,Rylstone,3,5,0,1,0,7,0,0,1
1694,Sackville,1,0,0,0,0,0,0,0,0
1695,Sadleir,12,0,0,0,0,2,0,0,0
1696,Salamander Bay,43,9,6,13,17,23,0,13,0
1697,Salt Ash,34,1,0,0,0,2,0,0,0
1698,San Remo,18,2,0,1,0,0,0,0,0
1699,Sancrox,2,1,0,0,0,1,0,0,0
1700,Sanctuary Point,1,5,1,7,0,10,0,2,0
1701,Sandy Beach,17,1,0,1,0,1,0,0,0
1702,Sandy Hollow,0,0,0,0,1,0,0,0,0
1703,Sandy Point,5,0,0,0,0,0,0,0,0
1704,Sans Souci,1,7,1,11,1,22,0,7,0
1705,Sapphire Beach,7,1,0,0,2,3,0,1,0
1706,Saratoga,21,1,1,2,1,2,0,0,0
1707,Saumarez Ponds,0,0,0,0,0,1,0,0,0
1708,Sawtell,23,6,1,8,1,14,0,5,1
1709,Scarborough,5,1,0,0,0,1,0,0,1
1710,Scheyville,2,0,0,0,0,0,0,0,0
1711,Schofields,41,4,3,3,0,8,0,0,1
1712,Scone,7,8,2,5,12,15,0,8,1
1713,Scotland Island,2,0,0,0,0,0,0,0,0
1714,Scotts Head,4,4,0,1,0,3,0,1,0
1715,Seaforth,11,7,3,12,0,19,0,2,0
1716,Seaham,0,1,0,1,0,1,0,0,0
1717,Seahampton,2,0,0,0,0,0,0,0,0
1718,Seelands,2,0,0,0,0,0,0,0,0
1719,Sefton,31,3,0,5,8,7,0,1,1
1720,Seven Hills,49,15,8,18,54,41,0,13,1
1721,Shalvey,14,0,0,0,1,3,0,0,0
1722,Shanes Park,6,0,0,0,2,2,0,0,0
1723,Shannon Brook,0,0,0,0,0,0,0,0,1
1724,Shannons Flat,0,0,0,0,1,0,0,0,0
1725,Shell Cove,10,3,1,3,0,3,0,0,0
1726,Shellharbour,23,12,3,9,3,37,0,25,0
1727,Shellharbour City Centre,7,7,8,10,3,24,0,31,0
1728,Shelly Beach,5,1,0,0,1,3,0,0,0
1729,Shoal Bay,13,3,0,1,0,10,0,2,0
1730,Shoalhaven Heads,16,0,0,1,1,5,0,0,0
1731,Shortland,31,3,0,1,1,7,0,1,1
1732,Silverdale,30,0,0,2,4,1,0,0,0
1733,Silverwater,29,10,2,3,11,21,0,3,0
1734,Singleton,23,15,9,16,23,44,0,21,1
1735,Singleton Heights,15,1,0,0,0,1,0,1,0
1736,Skennars Head,2,0,0,0,0,0,0,1,0
1737,Skillion Flat,1,0,0,0,0,0,0,0,0
1738,Smeaton Grange,24,4,0,2,43,5,0,8,0
1739,Smithfield,45,10,3,16,50,25,0,4,0
1740,Smiths Lake,2,2,0,1,0,3,0,0,0
1741,Sofala,0,1,0,0,0,2,0,0,0
1742,Soldiers Point,9,3,0,4,1,5,0,1,0
1743,Somersby,34,3,0,2,11,3,0,3,0
1744,South Albury,14,6,2,0,17,9,0,2,0
1745,South Bathurst,3,1,0,0,6,2,1,0,0
1746,South Bowenfels,5,1,0,0,0,2,0,0,0
1747,South Coogee,19,2,0,1,0,4,0,0,0
1748,South Durras,0,0,0,0,1,0,0,0,0
1749,South Golden Beach,1,1,0,1,0,0,0,0,0
1750,South Grafton,46,8,0,4,30,18,0,6,1
1751,South Granville,36,2,4,4,3,6,0,1,0
1752,South Gundagai,0,0,0,0,2,0,0,0,0
1753,South Gundurimba,1,0,0,1,0,0,0,0,0
1754,South Hurstville,26,4,1,8,4,10,0,2,0
1755,South Kempsey,11,2,0,0,10,7,0,1,0
1756,South Lismore,3,4,0,1,33,4,0,7,1
1757,South Maitland,7,0,0,0,0,0,0,1,0
1758,South Maroota,7,0,0,0,0,0,0,1,0
1759,South Murwillumbah,8,4,1,1,17,5,0,1,0
1760,South Nowra,11,7,0,2,38,10,0,7,0
1761,South Pambula,0,1,0,0,1,0,0,0,0
1762,South Penrith,41,2,4,4,3,13,0,0,0
1763,South Tamworth,47,4,1,2,0,12,0,0,0
1764,South Turramurra,22,1,0,1,0,2,0,0,0
1765,South Wentworthville,42,0,0,3,2,6,0,2,0
1766,South West Rocks,3,9,2,5,6,14,0,10,0
1767,South Windsor,37,2,2,8,29,14,0,2,0
1768,Speers Point,19,3,0,1,0,2,0,1,0
1769,Spencer,1,0,0,0,0,2,0,0,0
1770,Spring Farm,13,2,1,4,1,4,0,0,0
1771,Spring Hill,3,0,0,0,0,0,0,0,2
1772,Spring Ridge,1,0,0,0,0,0,0,0,0
1773,Springdale,0,0,0,0,0,1,0,0,0
1774,Springdale Heights,2,0,0,0,2,1,0,0,0
1775,Springfield,14,0,0,2,0,0,0,0,0
1776,Springwood,41,12,9,8,1,21,0,11,1
1778,St Andrews,15,2,2,1,2,2,0,0,0
1779,St Clair,56,6,4,6,1,19,0,5,0
1780,St Georges Basin,2,2,0,2,3,3,0,0,0
1781,St Helens Park,26,0,0,1,0,3,0,1,0
1782,St Huberts Island,12,0,0,0,0,0,0,0,0
1784,St Ives Chase,19,0,1,1,0,1,0,0,0
1785,St Johns Park,30,0,0,3,0,8,0,0,0
1786,St Leonards,9,35,17,5,0,40,0,7,1
1787,St Marys,48,17,10,25,44,55,0,11,0
1788,St Peters,13,11,1,3,9,13,0,13,1
1789,Stanbridge,0,0,0,0,0,0,0,0,1
1790,Stanford Merthyr,5,0,0,0,0,0,0,0,0
1791,Stanhope Gardens,19,8,2,3,0,17,0,7,0
1792,Stanmore,8,11,2,5,5,21,0,2,1
1793,Stanwell Park,5,5,0,0,0,3,0,1,1
1794,Stanwell Tops,7,1,0,0,0,2,0,0,0
1795,Stockinbingal,2,1,0,0,0,0,0,0,3
1796,Stockton,0,2,0,4,2,11,0,0,0
1797,Stokers Siding,1,1,0,0,0,0,0,2,0
1798,Stony Chute,0,0,0,0,0,1,0,0,0
1799,Stratford,1,0,0,0,0,1,0,0,1
1800,Strathfield,44,23,18,8,4,48,0,4,1
1801,Strathfield South,17,0,0,0,12,10,0,2,0
1802,Stroud,1,1,0,2,1,0,0,0,0
1803,Stroud Road,2,0,0,0,0,0,0,0,1
1804,Stuart Town,2,0,0,0,0,1,0,0,1
1805,Stuarts Point,1,2,0,0,0,2,0,0,0
1806,Stubbo,0,0,0,0,0,0,0,1,0
1807,Suffolk Park,6,0,0,1,1,6,0,3,0
1808,Summer Hill,15,11,4,9,7,11,0,5,1
1809,Summerland Point,13,1,0,1,0,5,0,0,0
1810,Sun Valley,2,0,0,0,0,0,0,0,0
1811,Sunshine Bay,2,0,0,0,0,1,0,0,0
1812,Surf Beach,4,2,0,1,0,3,0,0,0
1813,Surfside,1,0,0,2,0,1,0,0,0
1814,Surry Hills,31,58,15,53,3,59,0,48,0
1815,Sussex Inlet,35,3,1,2,1,7,0,2,0
1816,Sutherland,27,15,14,14,6,35,0,5,1
1817,Sutton,0,0,0,0,1,2,0,0,0
1818,Sutton Forest,8,4,0,0,0,5,0,0,0
1819,Swan Bay,0,0,1,0,0,0,0,0,0
1820,Swanhaven,3,0,0,0,0,1,0,0,0
1821,Swansea,0,5,4,6,3,12,0,3,0
1822,Swansea Heads,5,0,0,0,0,0,0,0,0
1823,Sydenham,3,5,0,2,9,4,0,3,1
1824,Sydney,57,47,57,55,1,53,0,60,6
1825,Sydney Olympic Park,23,21,2,1,0,39,0,2,1
1826,Sylvania,37,7,1,15,7,29,0,15,0
1827,Sylvania Waters,16,4,1,5,0,6,0,1,0
1828,Tabulam,1,1,0,0,0,1,0,0,0
1829,Tacoma South,4,0,0,0,0,0,0,0,0
1830,Tahmoor,31,3,2,7,5,9,0,1,1
1831,Talbingo,0,0,0,0,0,2,0,0,0
1832,Tallimba,0,0,0,0,0,0,0,0,3
1833,Tallong,8,1,0,0,0,1,1,0,1
1834,Tamarama,3,2,0,0,0,1,0,0,0
1835,Tamban,0,0,0,0,0,1,0,0,0
1836,Tambar Springs,1,0,0,0,0,0,0,1,0
1837,Taminda,5,1,1,1,24,3,0,2,0
1838,Tamworth,9,34,21,43,44,56,0,49,1
1839,Tanilba Bay,26,1,1,3,2,5,0,1,0
1840,Tanja,0,0,0,0,0,1,0,0,0
1841,Tantonan,0,0,0,0,0,0,0,0,1
1842,Tarago,0,0,0,0,2,1,0,0,1
1843,Taralga,0,2,0,0,0,2,0,0,0
1844,Tarana,1,1,0,0,0,0,0,0,2
1845,Tarbuck Bay,1,0,0,1,0,0,0,0,0
1846,Tarcutta,3,2,0,0,1,2,0,1,0
1847,Taree,29,27,16,18,53,50,0,38,1
1848,Taree South,1,1,0,0,1,0,0,0,0
1849,Taren Point,9,7,0,0,30,9,0,9,0
1850,Tarrawanna,6,2,0,2,0,4,0,1,0
1851,Tarro,9,0,0,0,0,1,0,0,1
1852,Tascott,32,0,0,2,0,1,0,0,1
1853,Tathra,19,5,0,1,1,9,0,2,0
1854,Tatton,7,0,0,0,0,0,0,0,0
1855,Taylors Beach,8,1,0,0,7,1,0,2,0
1856,Tea Gardens,1,4,2,5,5,9,0,3,0
1857,Telarah,13,0,0,1,6,2,0,0,1
1858,Telegraph Point,2,0,0,0,0,0,0,0,1
1859,Telopea,5,2,3,2,3,4,0,0,0
1860,Temora,2,8,2,5,9,14,0,7,2
1861,Tempe,9,3,1,1,11,6,0,1,1
1862,Tenambit,20,1,0,2,0,3,0,0,0
1863,Tennyson Point,2,0,0,1,0,0,0,0,0
1864,Tenterfield,2,13,2,3,4,11,1,8,0
1865,Teralba,6,3,0,2,4,2,0,0,2
1866,Terara,1,0,0,0,0,0,0,0,0
1867,Termeil,2,0,0,0,0,1,0,0,0
1868,Terranora,7,1,0,1,0,3,0,1,0
1869,Terrey Hills,3,10,2,3,4,17,0,2,0
1870,Terrigal,38,15,9,18,0,51,0,20,0
1871,Teven,1,0,0,0,0,0,0,0,0
1872,The Channon,2,2,0,0,0,2,0,0,0
1873,The Entrance,13,14,1,11,1,41,0,16,0
1874,The Entrance North,10,1,0,1,0,3,0,0,0
1875,The Junction,5,5,5,8,0,16,0,11,0
1876,The Oaks,20,5,0,2,2,4,0,2,0
1877,The Ponds,37,3,1,4,0,9,0,2,0
1878,The Risk,0,0,0,0,0,0,0,0,1
1879,The Rock,0,0,0,0,2,0,0,1,0
1880,The Rocks,0,17,0,5,0,51,1,11,0
1881,Theresa Park,5,0,0,0,0,0,0,0,0
1882,Thirlmere,20,1,0,4,5,7,1,2,1
1883,Thirroul,19,17,3,8,0,35,0,6,1
1884,Thora,0,0,0,0,1,0,0,0,0
1885,Thornleigh,44,10,5,3,2,17,0,2,1
1886,Thornton,39,5,1,5,13,16,0,6,1
1887,Thredbo,0,5,0,0,0,16,0,2,0
1888,Thrumster,4,3,0,2,0,3,0,0,0
1889,Thurgoona,6,7,0,2,6,5,0,1,0
1890,Tighes Hill,9,3,0,1,2,3,0,2,0
1891,Tilba Tilba,2,1,0,0,0,0,0,0,0
1892,Timbumburi,0,0,0,0,0,2,0,0,0
1893,Tingha,1,2,0,0,0,0,0,0,0
1894,Tingira Heights,8,0,0,2,0,0,0,1,0
1895,Tinonee,2,0,0,1,0,2,0,0,0
1896,Tintenbar,2,0,1,0,1,1,0,0,0
1897,Tintinhull,0,0,0,0,0,0,0,0,1
1898,Tiona,1,0,0,0,0,0,0,0,0
1899,Tirrannaville,0,0,0,0,0,0,0,0,2
1900,Tocumwal,2,4,1,2,0,8,0,1,0
1901,Tolland,0,0,0,0,0,3,0,0,0
1902,Tomago,11,1,0,0,8,1,0,0,0
1903,Tomakin,5,2,0,0,1,2,0,0,0
1904,Tomerong,16,2,0,0,1,0,0,0,0
1905,Tomingley,1,0,0,0,0,1,0,0,1
1906,Tooleybuc,2,0,0,0,0,0,0,0,0
1907,Tooma,0,0,0,0,0,1,0,0,0
1908,Toongabbie,28,3,4,9,4,29,0,5,1
1909,Toormina,28,3,1,6,17,14,0,8,0
1910,Tootool,0,0,0,0,0,0,0,0,1
1911,Toowoon Bay,5,4,0,1,1,8,0,1,0
1912,Toronto,5,6,5,3,0,12,0,0,0
1913,Toukley,37,9,6,15,5,20,0,11,0
1914,Townsend,0,0,0,0,1,0,0,0,0
1915,Towradgi,13,2,0,2,2,5,0,0,1
1916,Towrang,0,0,0,0,0,0,0,0,1
1917,Trangie,1,1,0,2,2,0,0,2,2
1918,Tregear,36,0,0,1,0,1,0,0,0
1919,Trentham Cliffs,0,0,0,0,0,1,0,0,0
1920,Trundle,0,2,0,0,0,1,0,0,3
1921,Trunkey Creek,1,0,0,0,0,0,0,0,0
1922,Tubbul,0,0,0,0,0,0,0,0,1
1923,Tucki Tucki,0,0,0,0,1,0,0,0,0
1924,Tuena,0,0,0,0,0,1,0,0,0
1925,Tuggerah,31,18,3,14,53,40,0,57,1
1926,Tuggerawong,16,0,0,1,0,1,0,0,0
1927,Tullamore,0,0,0,0,2,0,0,0,2
1928,Tullarwalla,2,0,0,0,0,0,1,0,0
1929,Tullera,1,1,0,0,0,0,0,0,0
1930,Tullibigeal,1,1,0,0,0,0,0,0,2
1931,Tullimbar,3,0,0,0,0,1,0,0,0
1932,Tumbarumba,1,4,1,2,1,4,0,1,0
1933,Tumbi Umbi,30,3,1,4,4,9,0,1,0
1934,Tumblong,1,1,0,0,0,0,0,0,0
1935,Tumbulgum,3,3,0,0,0,3,0,0,0
1936,Tumut,2,8,2,9,16,17,0,12,1
1937,Tuncurry,15,9,5,9,16,17,0,4,0
1938,Tuntable Creek,3,0,0,0,0,0,0,0,0
1939,Tura Beach,30,2,1,3,0,5,0,0,0
1940,Tuross Head,2,3,0,4,1,7,0,0,0
1941,Turramurra,42,5,9,10,1,21,1,3,1
1942,Turrella,7,0,0,0,3,0,0,1,1
1943,Turvey Park,24,2,0,3,1,2,0,0,1
1944,Tweed Heads,13,11,21,16,8,23,0,19,0
1945,Tweed Heads South,37,21,10,14,56,37,0,28,0
1946,Tweed Heads West,17,0,0,3,1,4,0,0,0
1947,Tyagarah,1,0,0,0,2,0,0,0,0
1948,Tyalgum,1,3,0,0,0,1,0,1,0
1949,Uki,3,3,1,1,1,4,0,1,0
1950,Ulamambri,0,0,0,0,0,0,0,0,1
1951,Ulladulla,6,16,6,13,28,37,0,21,0
1952,Ulmarra,0,3,0,0,0,1,0,1,0
1953,Ulong,0,1,0,0,0,0,0,0,0
1954,Ultimo,10,30,3,3,1,46,0,16,0
1955,Umina Beach,51,14,6,15,6,34,0,10,0
1956,Unanderra,35,9,2,11,53,24,0,5,1
1957,Ungarie,1,0,0,0,3,0,0,0,3
1958,Upper Burringbar,0,0,0,0,0,0,0,1,0
1959,Upper Manilla,1,0,0,0,0,0,0,0,0
1960,Upper Myall,2,0,0,0,0,0,0,0,0
1961,Upper Wilsons Creek,0,0,0,0,0,0,0,1,0
1962,Uralla,3,4,0,1,3,6,0,7,1
1963,Urana,1,2,0,0,1,0,0,0,0
1964,Uranquinty,0,1,0,0,0,1,0,0,0
1965,Urbenville,1,0,0,0,1,0,0,0,0
1966,Urunga,2,7,2,1,5,6,0,0,1
1967,Utungun,0,0,0,0,0,0,0,1,0
1968,Vacy,2,1,0,0,1,3,0,1,0
1969,Valentine,5,2,1,3,0,4,0,0,0
1970,Valla,0,1,0,0,1,3,0,0,0
1971,Valla Beach,2,2,0,0,0,3,0,0,0
1972,Valley Heights,11,0,0,0,3,1,0,0,1
1973,Varroville,1,0,0,0,0,0,0,0,0
1974,Vaucluse,32,4,2,5,1,13,0,2,0
1975,Villawood,18,5,1,2,4,13,0,7,2
1976,Vincentia,5,5,5,3,1,17,0,4,0
1977,Vineyard,26,1,0,1,2,4,0,0,1
1978,Vittoria,0,1,0,0,0,1,0,0,0
1979,Voyager Point,11,0,0,1,0,0,0,0,0
1980,Wadalba,20,3,1,1,2,4,0,2,0
1982,Wagga Wagga,41,46,27,51,43,59,1,60,0
1983,Wagstaffe,2,0,0,0,0,0,0,0,0
1984,Wahroonga,31,13,12,6,3,23,0,4,1
1985,Waitara,8,4,1,3,7,13,0,1,1
1986,Wakeley,14,1,1,2,0,2,0,2,0
1987,Wakool,0,1,0,0,0,0,0,0,0
1989,Walcha Road,3,7,0,1,5,11,0,0,1
1991,Walla Walla,0,1,0,0,0,0,0,0,0
1992,Wallabadah,0,0,0,0,2,1,0,0,0
1993,Wallabi Point,0,1,0,0,1,1,0,1,0
1994,Wallacia,19,1,1,1,1,2,0,0,0
1995,Wallaga Lake,1,0,0,0,0,1,0,0,0
1996,Wallagoot,9,0,0,0,0,0,0,0,0
1997,Wallalong,0,0,0,0,1,0,0,0,0
1998,Wallarah,2,0,0,0,0,0,0,0,0
1999,Wallarobba,1,1,0,0,0,1,0,0,1
2000,Wallendbeen,1,0,0,0,0,0,0,0,2
2001,Wallerawang,31,2,0,1,0,5,0,0,2
2002,Wallsend,39,11,7,11,14,32,0,11,0
2003,Wamberal,36,7,2,6,0,12,0,2,0
2004,Wamboin,0,0,0,0,0,1,0,0,0
2005,Wambool,0,0,0,0,0,0,0,0,1
2006,Wandandian,5,0,0,0,3,0,0,0,0
2007,Wangi Wangi,26,2,1,3,0,8,0,0,0
2008,Warabrook,8,2,0,1,0,2,0,0,1
2009,Waratah,37,4,0,5,4,7,0,1,1
2010,Waratah West,14,0,0,0,0,0,0,0,0
2011,Wardell,0,1,0,0,0,3,0,1,0
2012,Wards River,1,1,0,0,0,0,0,0,1
2013,Wareemba,4,3,0,1,0,5,0,3,0
2014,Warialda,1,2,1,1,5,1,0,0,0
2015,Warialda Rail,1,0,0,0,0,0,0,0,0
2016,Warilla,27,7,10,11,12,18,0,7,0
2017,Warners Bay,41,15,6,16,4,39,0,14,0
2018,Warnervale,13,3,0,1,2,2,0,0,1
2019,Warragai Creek,1,0,0,0,0,0,0,0,2
2020,Warragamba,11,2,0,2,0,4,0,0,0
2021,Warragoon,0,1,0,0,0,1,0,0,0
2022,Warral,0,0,0,0,0,0,0,0,1
2023,Warrawee,2,0,0,0,0,0,0,0,1
2024,Warrawong,38,10,7,14,8,33,0,12,0
2025,Warrell Creek,0,0,0,0,0,0,0,0,1
2026,Warren,1,1,1,2,2,2,0,0,1
2027,Warriewood,35,19,3,11,10,21,0,22,0
2028,Warrimoo,17,0,0,1,1,1,0,0,1
2029,Warwick Farm,20,4,1,1,19,18,0,18,1
2030,Watanobbi,11,0,0,0,2,0,0,0,0
2031,Waterfall,1,0,0,0,0,1,0,1,1
2032,Waterloo,22,35,7,10,7,54,0,10,0
2033,Waterview Heights,7,0,0,1,0,0,0,0,0
2034,Watsons Bay,7,4,0,0,0,8,0,1,0
2035,Wattamondara,0,0,0,0,0,0,0,0,1
2036,Wattle Flat,0,1,0,0,0,0,0,0,0
2037,Wattle Grove,40,1,1,2,0,4,0,0,0
2038,Wauchope,32,10,4,10,2,17,0,9,1
2039,Waverley,19,5,1,6,0,19,0,4,0
2041,Waverton,8,5,1,2,0,4,0,0,1
2042,Wedderburn,2,0,0,0,0,0,0,0,0
2043,Wee Jasper,0,1,0,0,0,1,0,0,0
2044,Wee Waa,1,1,0,0,4,3,0,0,1
2045,Weedallion,0,0,0,0,0,0,0,0,1
2046,Weetaliba,0,0,0,0,0,0,0,0,1
2047,Weethalle,0,0,0,0,0,1,0,0,2
2048,Weismantels,0,0,0,0,0,0,0,0,1
2049,Welby,6,1,0,0,0,0,0,0,0
2050,Wellington,1,5,0,0,0,0,0,0,0
2051,Wells Crossing,1,0,0,0,0,0,0,0,0
2053,Wentworth Falls,54,7,2,3,2,13,0,0,1
2054,Wentworth Point,7,6,3,4,1,24,0,0,0
2055,Wentworthville,46,7,11,15,4,36,0,7,1
2056,Werombi,5,0,0,0,0,0,0,1,0
2057,Werri Beach,6,0,0,0,0,2,0,0,0
2058,Werrington,22,4,0,0,2,8,0,0,1
2059,Werrington County,32,0,0,2,0,6,0,0,0
2060,Werrington Downs,21,0,0,0,0,1,0,0,0
2061,Werris Creek,7,2,0,1,1,1,0,0,3
2062,West Albury,25,1,1,1,1,3,0,1,0
2063,West Ballina,9,2,0,1,7,6,0,0,0
2064,West Bathurst,20,0,0,0,0,2,0,0,0
2065,West Gosford,26,9,2,2,46,16,0,23,0
2066,West Hoxton,33,0,0,5,1,1,0,3,0
2067,West Kempsey,13,2,2,1,3,5,0,1,1
2068,West Nowra,4,0,0,0,0,0,0,1,0
2069,West Pennant Hills,50,6,3,6,2,11,0,0,0
2070,West Pymble,45,3,2,3,2,8,0,0,0
2071,West Ryde,42,15,25,18,26,43,0,5,1
