"MEASURE","Selected Medians and Averages","STATE","State","REGIONTYPE","Region Type","REGION","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"AHS","Average household size","1","New South Wales","SA3","Statistical Area Level 3","12405","St Marys","A","Annual","2011","2011",3,,
"AHS","Average household size","1","New South Wales","SA3","Statistical Area Level 3","12501","Auburn","A","Annual","2011","2011",3.1,,
"AHS","Average household size","1","New South Wales","SA3","Statistical Area Level 3","12502","Carlingford","A","Annual","2011","2011",2.8,,
"AHS","Average household size","1","New South Wales","SA3","Statistical Area Level 3","12503","Merrylands - Guildford","A","Annual","2011","2011",3,,
"AHS","Average household size","1","New South Wales","SA3","Statistical Area Level 3","12504","Parramatta","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA3","Statistical Area Level 3","12601","Pennant Hills - Epping","A","Annual","2011","2011",2.9,,
"AHS","Average household size","1","New South Wales","SA3","Statistical Area Level 3","12602","Ryde - Hunters Hill","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA3","Statistical Area Level 3","12701","Bringelly - Green Valley","A","Annual","2011","2011",3.4,,
"AHS","Average household size","1","New South Wales","SA3","Statistical Area Level 3","12702","Fairfield","A","Annual","2011","2011",3.2,,
"AHS","Average household size","1","New South Wales","SA3","Statistical Area Level 3","12703","Liverpool","A","Annual","2011","2011",3,,
"AHS","Average household size","1","New South Wales","SA3","Statistical Area Level 3","12801","Cronulla - Miranda - Caringbah","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA3","Statistical Area Level 3","12802","Sutherland - Menai - Heathcote","A","Annual","2011","2011",2.9,,
"AHS","Average household size","1","New South Wales","SA3","Statistical Area Level 3","19797","Migratory - Offshore - Shipping (NSW)","A","Annual","2011","2011",0,,
"AHS","Average household size","1","New South Wales","SA3","Statistical Area Level 3","19999","Special Purpose Codes SA3 (NSW)","A","Annual","2011","2011",0,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101011001","Goulburn","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101011002","Goulburn Region","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101011003","Yass","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101011004","Yass Region","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101011005","Young","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101011006","Young Region","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101021007","Braidwood","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101021008","Karabar","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101021009","Queanbeyan","A","Annual","2011","2011",2.1,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101021010","Queanbeyan - East","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101021011","Queanbeyan Region","A","Annual","2011","2011",2.9,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101021012","Queanbeyan West - Jerrabomberra","A","Annual","2011","2011",3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101031013","Bombala","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101031014","Cooma","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101031015","Cooma Region","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101031016","Jindabyne - Berridale","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101041017","Batemans Bay","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101041018","Batemans Bay - South","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101041019","Bega - Tathra","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101041020","Bega-Eden Hinterland","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101041021","Broulee - Tomakin","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101041022","Deua - Wadbilliga","A","Annual","2011","2011",2.8,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101041023","Eden","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101041024","Eurobodalla Hinterland","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101041025","Merimbula - Tura Beach","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101041026","Moruya - Tuross Head","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","101041027","Narooma - Bermagui","A","Annual","2011","2011",2.1,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011028","Avoca Beach - Copacabana","A","Annual","2011","2011",2.8,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011029","Box Head - MacMasters Beach","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011030","Calga - Kulnura","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011031","Erina - Green Point","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011032","Gosford - Springfield","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011033","Kariong","A","Annual","2011","2011",3.1,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011034","Kincumber - Picketts Valley","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011035","Narara","A","Annual","2011","2011",2.8,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011036","Niagara Park - Lisarow","A","Annual","2011","2011",2.9,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011037","Point Clare - Koolewong","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011038","Saratoga - Davistown","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011039","Terrigal - North Avoca","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011040","Umina - Booker Bay - Patonga","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011041","Wamberal - Forresters Beach","A","Annual","2011","2011",2.8,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011042","Woy Woy - Blackwall","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102011043","Wyoming","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102021044","Bateau Bay - Killarney Vale","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102021045","Blue Haven - San Remo","A","Annual","2011","2011",2.9,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102021046","Budgewoi - Buff Point - Halekulani","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102021047","Chittaway Bay - Tumbi Umbi","A","Annual","2011","2011",2.8,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102021048","Gorokan - Kanwal - Charmhaven","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102021049","Jilliby - Yarramalong","A","Annual","2011","2011",2.9,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102021050","Lake Munmorah - Mannering Park","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102021051","Ourimbah - Fountaindale","A","Annual","2011","2011",2.8,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102021052","Summerland Point - Gwandalan","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102021053","The Entrance","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102021054","Toukley - Norah Head","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102021055","Tuggerah - Kangy Angy","A","Annual","2011","2011",2.8,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102021056","Warnervale - Wadalba","A","Annual","2011","2011",3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","102021057","Wyong","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103011058","Bathurst","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103011059","Bathurst - East","A","Annual","2011","2011",2.8,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103011060","Bathurst Region","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103011061","Oberon","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103021062","Condobolin","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103021063","Cowra","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103021064","Cowra Region","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103021065","Forbes","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103021066","Grenfell","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103021067","Parkes (NSW)","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103021068","Parkes Region","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103021069","West Wyalong","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103031070","Lithgow","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103031071","Lithgow Region","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103031072","Mudgee","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103031073","Mudgee Region - East","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103031074","Mudgee Region - West","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103031075","Wollangambe - Wollemi","A","Annual","2011","2011",0,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103041076","Blayney","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103041077","Orange","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103041078","Orange - North","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","103041079","Orange Region","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","104011080","Grafton","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","104011081","Grafton Region","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","104011082","Maclean - Yamba - Iluka","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","104021083","Bellingen","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","104021084","Coffs Harbour - North","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","104021085","Coffs Harbour - South","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","104021086","Coramba - Nana Glen - Bucca","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","104021087","Dorrigo","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","104021088","Korora - Emerald Beach","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","104021089","Sawtell - Boambee","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","104021090","Urunga","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","104021091","Woolgoolga - Arrawarra","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105011092","Bourke - Brewarrina","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105011093","Cobar","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105011094","Coonamble","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105011095","Nyngan - Warren","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105011096","Walgett - Lightning Ridge","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105021097","Broken Hill","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105021098","Far West","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105031099","Coonabarabran","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105031100","Dubbo - East","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105031101","Dubbo - South","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105031102","Dubbo - West","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105031103","Dubbo Region","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105031104","Gilgandra","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105031105","Narromine","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","105031106","Wellington","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106011107","Branxton - Greta - Pokolbin","A","Annual","2011","2011",2.8,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106011108","Cessnock","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106011109","Cessnock Region","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106011110","Dungog","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106011111","Kurri Kurri - Abermain","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106011112","Singleton","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106011113","Singleton Region","A","Annual","2011","2011",2.8,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106021114","Maitland","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106021115","Maitland - East","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106021116","Maitland - North","A","Annual","2011","2011",2.8,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106021117","Maitland - West","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106021118","Thornton - Millers Forest","A","Annual","2011","2011",3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106031119","Anna Bay","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106031120","Lemon Tree Passage - Tanilba Bay","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106031121","Nelson Bay Peninsula","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106031122","Raymond Terrace","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106031123","Seaham - Woodville","A","Annual","2011","2011",3.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106031124","Tea Gardens - Hawks Nest","A","Annual","2011","2011",2.1,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106031125","Williamtown - Medowie - Karuah","A","Annual","2011","2011",2.8,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106041126","Muswellbrook","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106041127","Muswellbrook Region","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106041128","Scone","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","106041129","Scone Region","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107011130","Berkeley - Warrawong - Windang","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107011131","Dapto - Avondale","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107011132","Horsley - Kembla Grange","A","Annual","2011","2011",3.1,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107011133","Port Kembla Industrial","A","Annual","2011","2011",0,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107011134","Unanderra - Mount Kembla","A","Annual","2011","2011",2.8,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107021135","Illawarra Catchment Reserve","A","Annual","2011","2011",1,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107031136","Albion Park - Macquarie Pass","A","Annual","2011","2011",3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107031137","Albion Park Rail","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107031138","Kiama","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107031139","Kiama Downs - Minnamurra","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107031140","Kiama Hinterland - Gerringong","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107031141","Shellharbour - Flinders","A","Annual","2011","2011",2.9,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107031142","Shellharbour - Oak Flats","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107031143","Warilla","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107041144","Balgownie - Fairy Meadow","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107041145","Corrimal - Tarrawanna - Bellambi","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107041146","Figtree - Keiraville","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107041147","Helensburgh","A","Annual","2011","2011",3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107041148","Thirroul - Austinmer - Coalcliff","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107041149","Wollongong","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","107041150","Woonona - Bulli - Russell Vale","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108011151","Bulahdelah - Stroud","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108011152","Forster","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108011153","Forster-Tuncurry Region","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108011154","Tuncurry","A","Annual","2011","2011",1.9,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108021155","Kempsey","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108021156","Kempsey Region","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108021157","Macksville - Scotts Head","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108021158","Nambucca Heads","A","Annual","2011","2011",2.1,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108021159","Nambucca Heads Region","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108021160","South West Rocks","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108031161","Lord Howe Island","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108041162","Laurieton - Bonny Hills","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108041163","Port Macquarie - East","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108041164","Port Macquarie - West","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108041165","Port Macquarie Region","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108041166","Wauchope","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108051167","Gloucester","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108051168","Old Bar - Manning Point - Red Head","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108051169","Taree","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108051170","Taree Region","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","108051171","Wingham","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","109011172","Albury - East","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","109011173","Albury - North","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","109011174","Albury - South","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","109011175","Albury Region","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","109011176","Lavington","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","109021177","Hay","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","109021178","Wentworth - Buronga","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","109021179","Wentworth-Balranald Region","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","109031180","Corowa","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","109031181","Corowa Region","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","109031182","Deniliquin","A","Annual","2011","2011",2.2,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","109031183","Deniliquin Region","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","109031184","Moama","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","109031185","Tocumwal - Finley - Jerilderie","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110011186","Armidale","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110011187","Armidale Region - North","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110011188","Armidale Region - South","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110011189","Walcha","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110021190","Glen Innes","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110021191","Inverell","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110021192","Inverell Region - East","A","Annual","2011","2011",2.6,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110021193","Inverell Region - West","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110021194","Tenterfield","A","Annual","2011","2011",2.3,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110031195","Moree","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110031196","Moree Region","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110031197","Narrabri","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110031198","Narrabri Region","A","Annual","2011","2011",2.5,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110041199","Gunnedah","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110041200","Gunnedah Region","A","Annual","2011","2011",2.7,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110041201","Quirindi","A","Annual","2011","2011",2.4,,
"AHS","Average household size","1","New South Wales","SA2","Statistical Area Level 2","110041202","Tamworth - East","A","Annual","2011","2011",2.4,,
