suburb_id,suburb,bus stop,coffee shop,dental,hair care,motor repair,restaurant,orchard,clothing store
99,Ashley,0,0,0,0,0,0,0,0
100,Ashmont,6,1,0,1,11,2,0,1
101,Ashtonfield,24,1,0,2,1,2,0,2
102,Asquith,24,2,2,3,8,9,0,4
103,Atholwood,0,0,0,0,0,0,0,0
104,Attunga,0,0,0,0,0,0,0,0
105,Auburn,51,25,16,19,22,57,1,17
106,Auburn Vale,0,0,0,0,0,0,0,0
107,Austinmer,15,3,0,2,1,3,0,1
108,Austral,5,1,2,2,3,10,0,1
109,Austral Eden,0,0,0,0,0,0,0,0
110,Australian Defence Forces,0,0,0,0,0,0,0,0
111,Avalon Beach,47,15,3,12,2,39,5,23
112,Avisford,0,0,0,0,0,0,0,0
113,Avoca,0,0,0,0,0,0,0,0
114,Avoca Beach,40,9,1,4,0,16,0,2
115,Avon,0,0,0,0,0,0,0,0
116,Avondale,0,0,0,0,0,0,0,1
117,Avonside,0,0,0,0,0,0,0,1
118,Awaba,2,0,0,0,1,0,0,0
119,Aylmerton,0,0,0,0,0,0,0,0
120,Baan Baa,0,0,0,0,0,0,0,0
121,Babinda,0,0,0,0,0,0,0,0
122,Babyl Creek,0,0,0,0,0,0,0,0
123,Back Creek,0,0,0,0,0,0,0,0
124,Back Forest,0,0,0,0,0,0,1,0
125,Backmede,0,0,0,0,0,0,0,0
126,Backwater,0,0,0,0,0,0,0,0
127,Badgerys Creek,5,0,0,0,0,0,1,0
128,Badja,0,0,0,0,0,0,0,0
129,Baerami,0,0,0,0,0,0,1,0
130,Baerami Creek,0,0,0,0,0,0,1,0
131,Bagnoo,0,0,0,0,0,0,0,0
132,Bago,0,0,0,0,0,0,0,0
133,Bagotville,0,0,0,0,0,0,0,0
134,Bakers Creek,0,0,0,0,0,0,0,0
135,Bakers Swamp,0,0,0,0,0,0,0,0
136,Balaclava,0,0,0,1,0,0,0,0
137,Balala,0,0,0,0,0,0,0,0
138,Balcolyn,2,0,0,0,0,0,0,0
139,Bald Blair,0,0,0,0,0,0,0,0
140,Bald Hills,0,0,0,0,0,0,0,0
141,Bald Nob,0,0,0,0,0,0,0,0
142,Bald Ridge,0,0,0,0,0,0,0,0
143,Baldersleigh,0,0,0,0,0,0,0,0
144,Baldry,0,0,0,0,0,0,0,0
145,Balfours Peak,0,0,0,0,0,0,0,0
146,Balgowlah,34,13,11,16,6,36,0,15
147,Balgowlah Heights,24,3,1,2,0,5,0,1
148,Balgownie,32,3,1,8,2,4,0,3
149,Balickera,0,0,0,0,0,0,0,0
150,Balladoran,0,0,0,0,0,0,0,0
151,Ballalaba,0,0,0,0,0,0,0,0
152,Balldale,0,0,0,0,0,0,0,0
153,Ballengarra,0,0,0,0,0,0,0,0
154,Ballimore,0,0,0,0,0,0,0,0
155,Ballina,19,32,20,28,46,54,0,37
156,Ballina Dc,0,0,0,0,0,0,0,0
157,Ballyroe,0,0,0,0,0,0,0,0
158,Balmain,23,25,23,32,2,52,0,22
159,Balmain East,4,2,0,0,0,2,9,1
160,Balmoral,0,0,0,0,0,0,0,0
161,Balranald,0,0,0,0,0,0,0,0
162,Bamarang,0,0,0,0,0,0,0,0
163,Banda Banda,0,0,0,0,0,0,0,0
164,Bandon Grove,0,0,0,0,0,0,0,0
165,Bangadang,0,0,0,0,0,0,0,0
166,Bangalee,0,1,0,0,0,1,0,0
167,Bangalow,3,7,2,7,4,13,0,17
168,Bangheet,0,0,0,0,0,0,0,0
169,Bango,0,0,0,0,0,0,0,0
170,Bangor,6,1,0,3,0,4,0,0
171,Banksia,4,4,0,2,7,4,0,3
172,Banksmeadow,7,5,0,1,11,10,0,3
173,Bankstown,54,53,37,52,51,60,0,60
174,Bankstown Aerodrome,4,1,0,0,1,2,6,0
175,Bankstown North,0,0,0,0,0,0,0,0
176,Bankstown Square,0,0,0,0,0,0,0,0
177,Bannaby,0,0,0,0,0,0,0,0
178,Bannister,0,0,0,0,0,0,0,0
179,Banoon,0,0,0,0,0,0,0,0
180,Banora Point,37,3,2,9,2,8,0,5
181,Banyabba,0,0,0,0,0,0,0,0
182,Bar Beach,7,2,0,2,0,3,0,2
183,Bar Point,0,0,0,0,0,0,5,0
184,Bara,0,0,0,0,0,0,0,0
185,Baradine,1,1,0,0,0,1,0,0
186,Barangaroo,0,17,1,4,0,38,2,7
187,Barcoongere,0,0,0,0,0,0,0,0
188,Barden Ridge,26,0,0,0,1,0,6,0
189,Bardia,3,0,1,1,0,0,0,0
190,Bardwell Park,18,2,1,4,0,3,5,0
191,Bardwell Valley,8,0,0,0,0,1,2,0
192,Barellan,1,1,0,0,0,1,0,0
193,Bargo,21,0,1,5,6,9,2,0
194,Barham,0,2,1,1,0,5,1,1
195,Barigan,0,0,0,0,0,0,0,0
196,Barkers Vale,0,0,0,0,0,0,2,0
197,Barmedman,1,0,0,0,1,0,0,0
198,Barneys Reef,0,0,0,0,0,0,0,0
199,Barnsley,0,0,0,1,0,1,0,0
200,Barraba,1,3,0,1,2,2,0,2
201,Barrack Heights,27,0,1,0,13,3,0,1
202,Barrack Point,7,0,0,0,0,0,0,1
203,Barraganyatti,0,0,0,0,0,0,0,0
204,Barragga Bay,0,0,0,0,0,0,0,0
205,Barratta,0,0,0,0,0,0,0,0
206,Barren Grounds,0,0,0,0,0,0,2,0
207,Barrengarry,16,2,0,0,0,1,0,0
208,Barretts Creek,0,0,0,0,0,0,0,0
209,Barringella,0,0,0,0,0,0,0,0
210,Barrington,0,0,0,0,0,0,0,0
211,Barrington Tops,0,0,0,0,0,0,0,0
212,Barry,1,0,0,0,0,0,0,0
213,Barwang,0,0,0,0,0,0,0,0
214,Barwon,0,0,0,0,0,0,0,0
215,Baryulgil,0,0,0,0,0,0,0,0
216,Basin View,2,1,0,1,0,1,0,0
217,Bass Hill,36,6,4,8,2,26,0,8
218,Bassendean,0,0,0,0,0,0,0,0
219,Batar Creek,0,0,0,0,0,0,0,0
220,Bateau Bay,44,7,3,14,0,21,0,13
221,Batehaven,7,2,1,2,0,8,0,0
222,Batemans Bay,2,21,6,13,45,41,5,26
223,Bathampton,0,0,0,0,0,0,0,0
224,Bathurst,29,33,13,32,34,58,2,53
225,Bathurst West,0,0,0,0,0,0,0,0
226,Batlow,1,3,0,0,1,1,3,3
227,Baulkham Hills,52,22,48,20,4,46,0,13
228,Baw Baw,0,0,0,0,0,0,0,0
229,Bawley Point,1,1,0,0,0,1,0,0
230,Baxters Ridge,0,0,0,0,0,0,0,0
231,Bay Village,0,0,0,0,0,0,0,0
232,Bayview,18,1,0,0,0,1,0,0
233,Beacon Hill,21,1,0,1,3,1,2,3
234,Beaconsfield,2,0,0,0,1,0,0,2
235,Bean Creek,0,0,0,0,0,0,0,0
236,Bearbong,0,0,0,0,0,0,0,0
237,Beard,0,0,0,0,0,0,0,0
238,Beaumont,0,0,0,0,0,0,0,0
239,Beaumont Hills,32,0,2,4,0,3,6,0
240,Beckom,1,0,0,0,0,0,0,0
241,Bective,0,0,0,0,0,0,0,0
242,Bectric,0,0,0,0,0,0,0,0
243,Bedgerabong,0,0,0,0,0,0,0,0
244,Beechwood,0,0,0,1,0,1,0,0
245,Beecroft,28,10,8,9,0,16,0,7
246,Beecroft Peninsula,6,0,0,0,0,0,0,0
247,Beelbangera,1,0,0,0,0,0,1,0
248,Beemunnel,0,0,0,0,0,0,0,0
249,Bega,38,9,5,7,23,14,0,10
250,Beggan Beggan,0,0,0,0,0,0,1,0
251,Belanglo,0,0,0,0,0,0,0,0
252,Belbora,1,0,0,0,0,0,0,0
253,Belfield,25,2,1,8,7,7,0,2
254,Belford,2,0,0,0,0,0,0,0
255,Belfrayden,0,0,0,0,0,0,0,0
256,Belgravia,0,0,0,0,0,0,0,0
257,Belimbla Park,8,0,0,0,0,1,1,0
258,Bell,2,0,0,0,0,0,0,0
259,Bella Vista,38,18,15,12,1,40,2,3
260,Bellambi,18,2,0,1,6,4,0,1
261,Bellangry,0,0,0,0,0,0,0,0
262,Bellata,1,0,0,0,0,1,1,0
263,Bellawongarah,0,0,0,0,0,1,0,0
264,Bellbird,7,0,0,0,1,3,0,0
265,Bellbird Heights,6,0,0,0,1,0,0,0
266,Bellbrook,0,0,0,0,0,1,0,0
267,Bellevue Hill,43,5,3,3,1,4,10,1
268,Bellimbopinni,0,0,0,0,0,0,0,0
269,Bellingen,7,12,2,5,5,16,3,11
270,Bellmount Forest,0,0,0,0,0,0,0,0
271,Belltrees,0,0,0,0,0,0,0,0
272,Belmont,0,8,7,17,2,20,0,8
273,Belmont North,46,1,0,2,1,2,0,1
274,Belmont South,6,1,0,0,0,0,0,1
275,Belmore,46,9,5,12,17,32,1,3
276,Belmore River,0,0,0,0,0,0,0,0
277,Beloka,0,0,0,0,0,0,0,0
278,Belowra,0,0,0,0,0,0,0,0
279,Belrose,35,9,4,5,3,22,0,4
280,Belrose West,0,0,0,0,0,0,0,0
281,Bemboka,1,2,0,0,0,0,1,1
282,Ben Bullen,1,0,0,0,1,0,3,0
283,Ben Lomond,0,0,0,0,0,0,0,0
284,Benandarah,1,0,0,0,0,0,0,0
285,Bendalong,1,0,0,0,0,0,0,0
286,Bendemeer,1,1,0,0,0,1,0,0
287,Bendick Murrell,3,0,0,0,0,0,0,0
288,Bendolba,0,0,0,0,0,0,0,0
289,Bendoura,0,0,0,0,0,0,0,0
290,Benerembah,0,0,0,0,0,0,1,0
291,Bengalla,0,0,0,0,0,0,0,0
292,Bennetts Green,3,2,0,2,11,1,1,0
293,Benolong,0,0,0,0,0,0,0,0
294,Bensville,15,1,0,1,0,0,0,0
295,Bentley,0,0,0,0,0,0,0,0
296,Berala,10,4,2,9,0,11,0,0
297,Berambing,3,1,0,0,0,0,1,0
298,Beresfield,26,3,1,3,24,11,0,5
299,Bergalia,2,0,0,0,0,0,0,0
300,Berkeley,2,1,0,1,0,6,0,0
301,Berkeley Vale,38,5,2,7,36,12,0,4
302,Berkshire Park,9,0,0,0,1,0,0,0
303,Berlang,0,0,0,0,0,0,0,0
304,Bermagui,18,11,0,3,2,14,0,6
305,Berowra,23,1,1,0,3,5,1,0
306,Berowra Creek,0,0,0,0,0,1,0,0
307,Berowra Heights,23,3,2,6,1,6,4,1
308,Berowra Waters,1,1,0,0,0,4,10,0
309,Berrambool,0,0,0,0,0,0,0,0
310,Berrara,3,0,0,0,0,0,0,0
311,Berremangra,0,0,0,0,0,0,0,0
312,Berrico,0,0,0,0,0,0,0,0
313,Berridale,1,1,0,1,0,2,0,1
314,Berrigal,0,0,0,0,0,0,0,0
315,Berrigan,0,2,0,0,4,4,0,3
316,Berrilee,2,0,0,0,0,0,0,0
317,Berrima,4,9,0,0,1,12,0,3
318,Berringer Lake,0,0,0,0,0,0,0,0
319,Berry,7,15,3,5,3,30,1,13
320,Berry Jerry,0,0,0,0,0,0,0,0
321,Berry Mountain,0,0,0,0,0,0,2,0
322,Berry Park,0,0,0,0,0,0,0,0
323,Berthong,0,0,0,0,0,0,0,0
324,Beryl,0,0,0,0,0,0,0,0
325,Bethungra,0,1,0,0,0,1,0,0
326,Bevendale,0,0,0,0,0,0,0,0
327,Beverley Park,11,0,0,0,1,2,0,0
328,Beverly Hills,38,5,5,2,0,42,0,1
329,Bewong,2,1,0,0,0,0,0,0
330,Bexhill,0,0,0,0,0,0,0,0
331,Bexley,48,8,8,12,18,23,0,0
332,Bexley North,32,5,1,4,1,8,8,1
333,Bexley South,0,0,0,0,0,0,0,0
334,Biala,0,0,0,0,0,0,0,0
335,Bibbenluke,1,0,0,0,0,0,0,0
336,Bickley Vale,2,0,0,0,0,0,0,0
337,Biddon,0,0,0,0,0,0,0,0
338,Bidgeemia,0,0,0,0,0,0,0,0
339,Bidwill,26,1,0,1,0,2,0,0
340,Bielsdown Hills,0,0,0,0,0,0,0,0
341,Big Hill,0,0,0,0,0,0,0,0
342,Big Jacks Creek,0,0,0,0,0,0,0,0
343,Big Ridge,0,0,0,0,0,0,0,0
344,Big Springs,0,0,0,0,0,0,0,0
345,Big Yengo,0,0,0,0,0,0,1,0
346,Bigga,1,0,0,0,0,0,0,0
347,Bilambil,0,0,0,0,1,1,0,1
348,Bilambil Heights,11,1,0,0,0,1,0,0
349,Bilbul,1,0,0,0,0,0,0,0
350,Bilgola Beach,1,1,0,0,0,0,5,0
351,Bilgola Plateau,17,1,1,1,1,2,1,0
352,Billeroy,0,0,0,0,0,0,0,0
353,Billilingra,0,0,0,0,0,0,0,0
354,Billimari,0,0,0,0,0,0,0,0
355,Billinudgel,4,1,1,1,9,2,0,0
356,Billys Creek,0,0,0,0,0,0,0,0
357,Billywillinga,0,0,0,0,0,0,0,0
358,Bilpin,16,5,0,0,0,6,8,0
359,Bimbi,0,0,0,0,0,0,0,0
360,Bimbimbie,0,0,0,0,0,0,0,0
361,Binalong,2,1,0,0,0,1,0,0
362,Binda,0,0,0,0,0,0,0,0
363,Bindera,0,0,0,0,0,0,0,0
364,Bingara,2,1,0,0,0,3,0,2
365,Bingeebeebra Creek,0,0,0,0,0,0,0,0
366,Bingie,0,0,0,0,0,0,0,0
367,Bingleburra,0,0,0,0,0,0,0,0
368,Biniguy,1,0,0,0,0,0,1,0
369,Binjura,0,0,0,0,0,0,0,0
370,Binna Burra,0,0,0,0,0,0,0,0
371,Binnaway,1,1,0,0,0,0,0,0
372,Binya,1,0,0,0,0,0,0,0
373,Birchgrove,6,2,0,1,0,2,1,1
374,Birdwood,0,0,0,0,0,0,0,0
375,Birganbigil,0,0,0,0,0,0,0,0
376,Birmingham Gardens,14,0,1,0,1,0,0,0
377,Birriwa,0,0,0,0,0,0,0,0
378,Birrong,5,1,1,3,0,4,1,1
379,Bishops Bridge,0,0,0,0,0,0,0,0
380,Bithramere,0,0,0,0,0,0,0,0
381,Black Creek,0,0,0,0,0,0,0,0
382,Black Head,0,1,0,0,0,0,1,0
383,Black Hill,3,0,0,0,0,1,3,0
384,Black Hollow,0,0,0,0,0,0,0,0
385,Black Mountain,0,0,0,0,0,0,0,0
386,Black Range,0,0,0,0,0,0,0,0
387,Black Springs,0,0,0,0,1,0,2,0
388,Blackalls Park,9,0,0,2,1,1,0,0
389,Blackbutt,4,0,0,0,1,0,0,8
390,Blackett,21,0,0,0,1,1,0,0
391,Blackheath,59,9,1,4,1,17,0,4
392,Blackmans Flat,1,0,0,0,0,0,0,0
393,Blackmans Point,0,1,0,0,0,0,2,0
394,Blacksmiths,13,3,0,1,1,6,0,0
395,Blacktown,45,35,49,46,53,58,1,58
396,Blacktown Westpoint,0,0,0,0,0,0,0,0
397,Blackville,0,0,0,0,0,0,0,0
398,Blackwall,21,1,0,1,4,1,0,0
399,Blair Athol,7,0,1,0,0,0,0,0
400,Blairmount,1,0,0,0,0,0,0,0
401,Blakebrook,2,0,0,0,0,0,0,0
402,Blakehurst,39,1,2,0,2,5,0,1
403,Blakney Creek,0,0,0,0,0,0,0,0
404,Bland,0,0,0,0,0,0,0,0
405,Blandford,0,0,0,0,0,0,0,0
406,Blaxcell,0,0,0,0,0,0,0,0
407,Blaxland,42,4,4,9,9,23,0,1
408,Blaxland East,0,0,0,0,0,0,0,0
409,Blaxlands Creek,0,0,0,0,0,0,0,0
410,Blaxlands Ridge,0,0,0,0,0,0,1,0
411,Blayney,3,2,1,5,2,9,0,2
412,Blenheim Road,0,0,0,0,0,0,0,0
413,Bligh Park,35,1,2,2,2,6,11,0
414,Blighty,1,0,0,0,0,1,0,0
415,Blowering,0,0,0,0,0,0,0,0
416,Blue Bay,6,1,0,0,0,0,4,0
417,Blue Haven,32,0,0,2,1,1,5,0
418,Blue Knob,2,1,0,0,0,0,0,0
419,Blue Nobby,0,0,0,0,0,0,0,0
420,Blue Vale,0,0,0,0,0,0,0,0
421,Blueys Beach,1,3,0,0,0,3,0,1
422,Boambee,6,1,0,2,2,4,0,0
423,Boambee East,22,1,0,1,0,3,0,0
424,Boambolo,0,0,0,0,0,0,0,0
425,Boat Harbour,0,0,0,1,0,0,0,0
426,Bobadah,0,0,0,0,0,0,0,0
427,Bobin,0,0,0,0,0,0,0,0
428,Bobs Creek,0,0,0,0,0,0,0,0
429,Bobs Farm,25,2,0,0,0,2,6,0
430,Bobundara,0,0,0,0,0,0,0,0
431,Boco,0,0,0,0,0,0,0,0
432,Bocoble,0,0,0,0,0,0,0,0
433,Bocobra,0,0,0,0,0,0,0,0
434,Bodalla,3,3,0,2,3,6,0,1
435,Bodangora,0,0,0,0,0,0,0,0
436,Boeill Creek,0,0,0,0,0,0,0,0
437,Bogan,0,0,0,0,0,0,0,0
438,Bogan Gate,1,1,0,0,0,0,0,0
439,Bogangar,13,4,0,3,0,4,0,0
440,Bogee,0,0,0,0,0,0,0,0
441,Boggabilla,0,1,0,0,0,0,0,0
442,Boggabri,1,2,0,0,0,2,0,1
443,Bogong Peaks Wilderness,0,0,0,0,0,0,0,0
444,Bohena Creek,0,0,0,0,1,0,0,0
445,Bohnock,0,0,0,0,0,0,0,0
446,Bolaro,0,0,0,0,0,0,0,0
447,Bolivia,1,0,0,0,0,0,0,0
448,Bolong,0,0,0,0,0,0,0,0
449,Bolton Point,15,0,0,0,0,0,7,0
450,Bolwarra,5,1,0,0,0,0,0,0
451,Bolwarra Heights,7,0,0,1,0,0,0,0
452,Bom Bom,0,0,0,0,0,0,0,0
453,Bomaderry,31,5,2,5,24,13,0,3
454,Bombah Point,0,0,0,0,0,0,0,0
455,Bombala,2,1,0,1,4,3,0,0
456,Bombay,0,0,0,0,0,0,0,0
457,Bombira,2,0,0,0,0,1,0,0
458,Bombo,1,0,0,0,0,0,0,0
459,Bombowlee,0,0,0,0,0,0,0,0
460,Bombowlee Creek,0,0,0,0,0,0,0,0
461,Bomen,1,1,0,0,3,1,0,0
462,Bomera,0,0,0,0,0,0,0,0
463,Bonalbo,0,0,0,0,0,1,0,0
464,Bondi,15,9,3,10,6,32,0,5
465,Bondi Beach,16,34,4,19,8,50,0,43
466,Bondi Forest,0,0,0,0,0,0,0,0
467,Bondi Junction,31,49,58,53,12,60,2,60
468,Bonnells Bay,13,2,1,1,2,6,0,0
469,Bonnet Bay,34,1,0,1,0,2,9,0
470,Bonny Hills,13,3,1,2,2,3,0,1
471,Bonnyrigg,8,7,5,7,7,24,0,5
472,Bonnyrigg Heights,44,2,0,2,1,2,1,0
473,Bonshaw,0,0,0,0,0,0,0,0
474,Bonville,8,2,0,0,1,2,0,0
475,Booerie Creek,0,0,0,0,0,0,0,0
476,Book Book,0,0,0,0,0,0,0,0
477,Booker Bay,14,0,0,0,0,1,0,1
478,Bookham,0,0,0,0,0,0,0,0
479,Bookookoorara,0,0,0,0,0,0,0,0
480,Bookram,0,0,0,0,0,0,0,0
481,Boolambayte,0,0,0,0,0,0,0,0
482,Boolaroo,11,1,2,4,6,6,1,3
483,Boolcarroll,0,0,0,0,0,0,0,0
484,Booligal,0,0,0,0,0,0,0,0
485,Boolijah,0,0,0,0,0,0,0,0
486,Boomanoomana,0,0,0,0,0,0,0,0
487,Boomerang Beach,0,1,1,0,0,1,0,0
488,Boomey,0,0,0,0,0,0,0,0
489,Boomi,0,0,0,0,0,0,0,0
490,Boomi Creek,0,0,0,0,0,0,0,0
491,Boona Mount,0,0,0,0,0,0,0,0
492,Boonal,0,0,0,0,0,0,0,0
493,Boonoo Boonoo,0,0,0,0,0,0,1,0
494,Boorabee Park,0,0,0,0,0,0,0,0
495,Booragul,9,1,0,0,1,0,0,0
496,Booral,0,1,0,0,0,1,0,0
497,Boorga,0,0,0,0,0,0,0,0
498,Boorganna,0,0,0,0,0,0,0,0
499,Boorolong,0,0,0,0,0,0,0,0
500,Boorook,0,0,0,0,0,0,0,0
501,Boorooma,2,0,0,0,0,0,0,0
502,Booroorban,0,0,0,0,0,0,0,0
503,Boorowa,1,4,0,1,6,6,0,0
504,Bootawa,0,0,0,0,0,0,0,0
505,Booti Booti,0,0,0,0,0,0,0,0
506,Booyong,0,0,0,0,0,0,2,0
507,Bora Ridge,0,0,0,0,0,0,0,0
508,Borah Creek,0,0,0,0,0,0,0,0
509,Borambil,0,0,0,0,0,0,0,0
510,Borambola,0,0,0,0,0,0,1,0
511,Border Ranges,0,0,0,0,0,0,0,0
512,Boree,0,0,0,0,0,0,0,0
513,Boree Creek,0,0,0,0,0,0,7,0
514,Borenore,1,0,0,0,0,0,4,0
515,Boro,0,0,0,0,0,0,0,0
516,Boronia Park,0,0,0,0,0,0,0,0
517,Bossley Park,39,2,6,8,2,6,0,4
518,Bostobrick,0,0,0,0,0,1,0,0
519,Botany,26,13,4,9,31,29,0,1
520,Botobolar,0,0,0,0,0,0,1,0
521,Bottle Creek,0,0,0,0,0,0,0,0
522,Bouddi,1,0,0,0,0,0,1,0
523,Bourbah,0,0,0,0,0,0,0,0
524,Bourke,0,0,0,0,0,0,0,0
525,Bourkelands,8,0,0,1,0,0,0,0
526,Bournda,6,0,0,0,1,0,0,0
527,Bournewood,0,0,0,0,0,0,0,0
528,Bow Bowing,7,0,0,0,0,0,0,0
529,Bowan Park,0,0,0,0,0,0,0,0
530,Bowen Mountain,20,0,0,0,0,0,0,1
531,Bowenfels,24,1,0,0,1,1,0,0
532,Bowling Alley Point,0,0,0,0,0,0,0,0
533,Bowman,0,0,0,0,0,0,0,0
534,Bowman Farm,0,0,0,0,0,0,0,0
535,Bowmans Creek,0,0,0,0,0,0,0,0
536,Bowna,0,0,0,0,0,0,0,0
537,Bowning,2,1,0,0,0,2,0,0
538,Bowral,51,32,16,28,18,57,0,57
539,Bowraville,3,2,0,0,0,1,0,0
540,Box Head,0,0,0,0,0,0,1,0
541,Box Hill,11,0,0,0,0,0,2,0
542,Box Ridge,0,0,0,0,0,0,0,0
543,Boxers Creek,0,0,0,0,0,0,1,0
544,Boydtown,0,0,0,0,0,0,0,0
545,Bradbury,34,0,1,5,2,3,0,0
546,Braefield,0,0,0,0,0,0,0,0
547,Braemar,4,0,0,0,3,0,0,0
548,Braemar Bay,0,0,0,0,0,0,0,0
549,Braidwood,2,10,1,3,5,11,0,2
550,Brandy Hill,0,0,0,0,0,0,0,1
551,Branxton,10,1,0,3,6,7,0,0
552,Braunstone,0,0,0,0,0,0,0,0
553,Brawboy,0,0,0,0,0,0,0,0
554,Bray Park,0,0,0,0,0,0,0,0
555,Brays Creek,0,0,0,0,0,0,0,0
556,Brayton,0,0,0,0,0,0,0,0
557,Breadalbane,0,0,0,0,0,0,0,0
558,Breakfast Creek,0,0,0,0,0,0,0,0
559,Breakfast Point,1,2,1,1,0,5,0,0
560,Bream Beach,0,0,0,0,0,0,0,0
561,Bredbo,1,2,0,0,0,2,0,0
562,Breelong,0,0,0,0,0,0,0,0
563,Breeza,0,0,0,0,0,0,0,0
564,Bretti,0,0,0,0,0,0,0,0
565,Brewarrina,0,0,0,0,0,0,0,0
566,Brewongle,0,0,0,0,0,0,0,0
567,Briarbrook,0,0,0,0,0,0,0,0
568,Bribbaree,0,0,0,0,0,0,0,0
